step,reward
194,-333.56218986712395
195,-92.20479338921606
196,-1.847291287779795
197,225.20799584805965
198,-415.8291415339708
199,-250.4735482776165
200,-73.32793987751008
201,39.86297237455843
202,49.61127016454935
203,24.72131591916084
204,-87.83598989278077
205,8.885710073113444
206,-116.8139364361763
207,-86.10000017791987
208,-134.70845579087722
209,-71.1403676956892
210,-57.51599946364758
211,-104.23257323354483
212,-108.14139120951279
213,402.6755389048159
214,-590.6440610814095
215,-692.5724898481369
216,-157.21268763065336
217,-64.33934944599866
218,-63.96193223148585
219,-74.2351854828
220,-106.98151506185522
221,-68.73244391471147
222,-77.56966400295497
223,23.495329654216768
224,199.86931760311126
225,140.6135248208046
226,-126.90360781490804
227,-140.83805908083917
228,-85.35922098308802
229,-148.3414586290717
230,-92.9813970091939
231,-115.62406649053096
232,-320.3540386712551
233,-607.3916469076275
234,-92.74000028550624
235,-84.46217370986935
236,-134.17800143927337
237,-121.26265225052833
238,-180.0453429609537
239,-94.07608379125595
240,-68.30580820888282
241,-58.84840906381607
242,-167.44398669004443
243,-137.71640705734495
244,-64.79317161142826
245,79.49000397861003
246,-69.59639306902885
247,-117.67181257188327
248,-249.5369116073847
249,-71.57999958336353
250,-164.13426546335222
251,-74.35528985530138
252,-59.31463946759701
253,-84.28444316893817
254,-71.262076241374
255,-89.69229020744564
256,-147.42981983006
257,-98.75006014287473
258,-132.73511230945587
259,-306.3090378594398
260,-340.6215936493873
261,27.37404828727246
262,-56.72164878845216
263,16.030895458757847
264,-64.62533388912678
265,-324.79705720901495
266,-267.6740824566782
267,-57.877678429186346
268,-124.54428510665893
269,-49.411666033863995
270,-133.0174612724781
271,-85.8812082374096
272,-72.6261824220419
273,-522.3654706555606
274,-272.2031979787349
275,-1010.9183527004719
276,-1983.873938163519
277,-77.33147450596094
278,-937.2547385171056
279,-367.0497293770313
280,-1305.928042203188
281,-683.8255019783974
282,-124.39501251339914
283,-94.13980433940887
284,-76.14598052978516
285,-130.72195742249488
286,-101.43036455512046
287,-95.36631067216396
288,-977.172937822342
289,-967.898678970337
290,-521.9136169314385
291,-762.0275288760663
292,-518.76007655859
293,-293.6235625322163
294,-139.6410491338372
295,-55.84199992552399
296,-104.00000065267085
297,609.4409062749147
298,-295.11335880994795
299,-302.8400005543232
300,-54.16664431497455
301,50.557111300379034
302,22.137974749505517
303,39.30945641636847
304,-131.69822047173977
305,-145.7957696425915
306,-145.6591595247388
307,-60.195952546000484
308,-110.83814213454711
309,-70.38129890710117
310,-88.89970789074897
311,-101.50393458604813
312,-95.34563354775298
313,146.9466188238561
314,-192.259999704957
315,-349.5680024278164
316,-54.0707995390892
317,-85.95173247545956
318,-95.45029022097587
319,-130.94340503454208
320,-81.80751713514323
321,-97.95443231880665
322,-77.98468942642212
323,36.798337209224705
324,92.74121084690094
325,62.029655306339265
326,-54.5612219017744
327,-79.58075017496947
328,-57.85133925706148
329,-203.12808648198842
330,3.4987617650628025
331,21.37274117350581
332,-497.0826249921322
333,-422.25458100497724
334,-91.3794141215086
335,-75.39924312360586
336,-207.64939623773097
337,-199.4659279036522
338,-102.71642505079507
339,-60.73620345294476
340,-128.7204108461738
341,-49.438455651998524
342,-138.33867443203926
343,-117.74000023782256
344,-69.98637451827527
345,-266.650812009573
346,-63.47243493378163
347,-88.33351309373975
348,-311.0933099794388
349,-89.09781731307507
350,-70.68670036911965
351,-65.31070811122655
352,-79.63437286138534
353,-96.15836325228214
354,-51.30806843101978
355,-84.9068090337515
356,-71.27522227942944
357,-67.18398743972185
358,-75.68676745891571
359,-330.7112980437278
360,-325.6146798086166
361,28.008420881032947
362,-52.55634098052979
363,-66.25535673260688
364,-66.44621542483569
365,-194.11971315622333
366,-318.9075642353297
367,-74.7006453666091
368,-94.965649035573
369,-131.22000071436162
370,-65.22005059704185
371,36.09708664536476
372,-74.92930882871151
373,-1264.2266735553742
374,-515.100130174756
375,-1406.50004853338
376,-1011.4362911951542
377,-105.69064423039555
378,-673.6958180189133
379,-920.1599992409349
380,-958.3733694523573
381,-651.8210860818625
382,-64.80731787309051
383,-112.59218827113509
384,-65.54368780612945
385,9.42259055018425
386,-71.84005532115697
387,-111.20164266631006
388,-975.9595921754837
389,-511.05003426074984
390,-526.3100076675415
391,-274.91305299401284
392,-764.2000003397466
393,-132.63512377098203
394,-220.2597841337323
395,-108.78258109599352
396,-68.0023472726345
397,212.19236502170563
398,-144.57075308978557
399,-301.62120737075804
400,-67.21663654625416
401,52.03892927959561
402,46.481355141103265
403,10.814655349627136
404,-61.46944221079348
405,-91.19263641446827
406,-89.14952134490014
407,-65.61066494196653
408,-156.94119054704896
409,-90.5933056458831
410,-117.08476348847151
411,-93.30831311494111
412,39.136000894010145
413,268.6116018152237
414,-411.720000590086
415,-220.65291101247072
416,-72.7920399403572
417,-72.64363784253598
418,-74.45999982208014
419,-76.91843962043524
420,-76.15252947807309
421,-85.96430634975434
422,-94.40064296722412
423,-49.320707285404204
424,92.92960479736328
425,236.70547234535218
426,36.0600009825826
427,-50.87104849472644
428,-63.22471664607525
429,-298.7340011622012
430,-103.2171750509739
431,-112.21656184852122
432,-500.1770279625058
433,-609.506943912208
434,-107.27364190489054
435,-93.58608312129968
436,-150.6925982218981
437,-180.1947940212488
438,-127.38000055700542
439,-60.80686293244362
440,-54.362813709676246
441,-67.23156489014626
442,-74.15702737569809
443,-127.72944993495943
444,-81.20469752252102
445,-458.44350850045686
446,-95.18291432380676
447,-119.44416297957301
448,-272.7875911998749
449,-71.57999958336353
450,-100.30192776560784
451,-72.06506999030708
452,-105.86869901895523
453,-85.83413743883372
454,-126.36481646239758
455,-110.73033469587567
456,-131.17906140089036
457,-79.32904420346023
458,-126.50312880992891
459,-303.48862534284586
460,-237.18315489768977
461,14.011872645616535
462,-60.55660972595215
463,7.6780138665437825
464,-79.52905980348586
465,-186.54627883344892
466,-187.01047983318568
467,-93.81129554629325
468,-136.1388936460018
469,13.916921707689797
470,-64.8011327458918
471,-138.61551666676996
472,-101.39389395788311
473,-765.0453782272339
474,-795.5600023722648
475,-1365.911928177178
476,-1336.6399970504642
477,-64.23296257644893
478,-372.6800002530217
479,-689.8969453155995
480,-1539.9706156179311
481,-962.0917411834002
482,-87.351728181839
483,-66.97322424203158
484,-58.6762152838707
485,10.62787006855011
486,-68.90661988109349
487,-93.41790423035623
488,-756.2083393573762
489,-281.37768720388414
490,-518.5843234419823
491,-285.6857965171337
492,-503.02030411958697
493,-323.24410563647746
494,-138.19181925982235
495,-76.68948221236468
496,-260.0000026106834
497,167.46413260817528
498,-445.79191490888593
499,-390.22108114421366
500,-58.74717224791646
501,26.510977255403997
502,34.16418616443872
503,17.13020557895303
504,-49.351995835900304
505,-100.8585962224007
506,-83.4506325095892
507,-69.06250252604485
508,-93.61487918034193
509,-104.0600002974272
510,-59.134657359570234
511,-70.2177458293736
512,-96.85540952622883
513,127.89622312217953
514,-729.8038971030712
515,-396.8157784742117
516,-94.76616902589798
517,-69.1647189590335
518,-75.70251936912537
519,-85.519934707582
520,-169.59000118374814
521,-89.3960001668334
522,-58.394413562119006
523,39.50165574550629
524,45.134070798158646
525,98.30346244335175
526,-77.1791654664278
527,2.5235790799558053
528,-66.18677958607674
529,-210.84533306568858
530,-95.71888814538717
531,16.350000982582607
532,-456.818030192852
533,-632.7275576525926
534,-51.68080537110567
535,-101.56238166809078
536,-82.57516279757023
537,-187.8384403783083
538,-149.93189288675785
539,-91.89790163636208
540,-126.62559218108655
541,8.226614844202995
542,-137.10000046491623
543,-88.83811277329923
544,-105.46073576956987
545,-274.89570840835574
546,-83.98921906977891
547,-164.39600071519612
548,92.25622163176536
549,-134.05030396342278
550,-84.62538193702699
551,-81.4118164807558
552,-147.88381323575973
553,-68.19196887433529
554,-68.46602462649346
555,-82.50976214587689
556,24.320001028180123
557,-109.97248096048833
558,-90.52543210983276
559,-336.5702993226051
560,-303.5596502375602
561,-132.8833172059059
562,-63.54028930664062
563,23.933384477496137
564,-72.00084712833166
565,-255.24621392920616
566,-327.4788321495057
567,-75.20695700377227
568,-128.55557012856008
569,-89.98113308817146
570,-79.52383270978927
571,-62.01496374249459
572,-70.52335571348667
573,-289.587713431716
574,-607.6603243392706
575,-1514.4573226022721
576,-485.26411204844715
577,-79.04473942503333
578,-686.5938328266144
579,-954.9534355714918
580,-1345.2154832780361
581,-668.1796966254711
582,-62.870696395933635
583,-90.26638231277465
584,-60.04738735437393
585,11.779312007427215
586,-80.03720849901438
587,-125.84080823898314
588,-760.3916275143624
589,-287.4410870552063
590,-751.9107706785203
591,-751.1743863314391
592,-955.4117525339127
593,-295.8839765422046
594,-520.8253070104868
595,-63.683999851047986
596,-158.61644778251645
597,176.63662692278623
598,-302.8400005543232
599,-154.04718945145606
600,-53.78199994042516
601,19.039737607091663
602,36.90966229498386
603,25.52500481940806
604,-100.85842279225588
605,3.1108563429117453
606,-127.94820986986161
607,-66.76252164781094
608,-124.29731575369831
609,-76.38071928918365
610,-85.45875863015651
611,-100.16027754098178
612,-50.16771374717352
613,291.1146979209781
614,-407.87892439484597
615,-411.720000590086
616,-87.66219628810882
617,-72.61000009506941
618,-109.58769575506449
619,-73.37999965801835
620,-86.8616769134998
621,-60.825871809273956
622,-77.16067641079425
623,16.40986821651459
624,150.2596111726761
625,172.05289241313935
626,-0.6298435372114142
627,-60.043725512027756
628,-61.75999994337559
629,-337.45653374761343
630,6.5157245951890985
631,-1.1839589694142152
632,-325.5823061621189
633,-634.3221168303489
634,-85.00628696858882
635,-172.97179363667965
636,-150.51550173282624
637,18.187606776952748
638,-154.37525819838044
639,-80.96148748397827
640,-97.81832580864429
641,-53.89704281806946
642,-162.1143433660269
643,-67.70390262693167
644,-84.64392816722393
645,19.614538438320153
646,-66.14069768428803
647,-83.78776759833097
648,46.2876333785057
649,-94.30647518277166
650,-114.87768386363983
651,-90.6293812227249
652,-88.8510283690691
653,-106.25809046834708
654,-54.594684309661396
655,-92.64951136976484
656,-66.03617831587792
657,-76.32751368373633
658,-59.52940252780914
659,-291.0224634957313
660,-340.9170201969146
661,-317.1075807285309
662,-82.37597694396973
663,-99.0286586934328
664,-73.26880353704095
665,-182.82983155161145
666,-123.42185294806958
667,-65.14403874099256
668,-271.4685031026602
669,-92.07258128553623
670,-84.77373182296752
671,-126.14000089108944
672,-79.22712276130915
673,-459.93323513150216
674,-303.3872956860065
675,-478.8799990168214
676,-966.5603322607279
677,-89.07807382687926
678,-651.9902361601592
679,-647.3268789201975
680,-1261.5846604526043
681,-675.7102301776409
682,-67.3853518769145
683,-62.71999991685152
684,-58.40385692238807
685,39.18000113248825
686,-108.48331042528153
687,-99.11584838658572
688,-740.4500195920468
689,-746.0145028769971
690,-731.5403279602529
691,-503.5346349835396
692,-510.17432979345324
693,-315.6135759450495
694,-144.39131695210932
695,-94.93258628368378
696,-56.089563673734624
697,1071.0988816231488
698,-359.0854345625639
699,-155.3365840089321
700,-69.43362068638206
701,42.779327812790875
702,39.09515160873532
703,8.992688214331864
704,-179.96432312607766
705,-92.49335749685764
706,-110.45708162486554
707,-71.59964324176312
708,-140.35780959963785
709,-139.8886113405228
710,-57.62962035521861
711,-87.8340359285474
712,26.66102298438561
713,141.90287775889038
714,-368.4139118742943
715,-382.95873769640923
716,-94.72602645993233
717,-73.29415597379207
718,-60.394023935496804
719,-83.58898290798068
720,-67.30095070600501
721,-124.02131058350206
722,-66.2975103765726
723,27.351173448562626
724,176.97335713863373
725,260.45448481559754
726,-66.76687908530235
727,-134.11642052412037
728,-62.702857000231745
729,-100.72308384656905
730,-59.04278081685303
731,-109.8143325200677
732,-305.1137800759077
733,-444.16000023543836
734,-63.73152048766613
735,9.651302625983982
736,-102.70369302213193
737,-479.7245195329189
738,-182.70005300343036
739,-82.65324641466141
740,-106.9484677165747
741,-51.51160005450249
742,-88.23070296049119
743,-187.4800004756451
744,-58.395333062112336
745,-228.2236021721363
746,-128.96412524342537
747,-134.4650300474465
748,10.120209901928899
749,-131.66896719843152
750,-159.89440971672536
751,-77.10594773352146
752,-77.56532666951418
753,-112.98980183482172
754,-88.47683665275574
755,-119.78347157657149
756,-69.99536422669888
757,-75.51344313919546
758,-84.95045724868774
759,-250.0409460830688
760,-304.1482073616981
761,-136.1219064927101
762,-71.43916854858398
763,32.40000071465971
764,-78.33657458558679
765,-187.6524505656958
766,-194.08696820974353
767,-80.24577741235494
768,-135.34804253578187
769,-97.86857766032215
770,-79.92004205822943
771,-82.87211319088937
772,-84.92010792046786
773,-736.742698777914
774,-262.5799988138675
775,-1777.4655769193173
776,-1069.481524581909
777,-59.1847196637094
778,-684.1222686201335
779,-997.3154213346542
780,-1302.322796481848
781,-937.5169651642443
782,-83.02589012503623
783,-123.89397383928299
784,-62.431006308794025
785,18.06177925348282
786,-64.49096818864346
787,-60.56623638600112
788,-760.0353931427003
789,-284.01375858783723
790,-282.58151032328607
791,-510.5456500411034
792,-722.1016442716123
793,-402.2274827384948
794,-436.28192714333534
795,-82.8039363849163
796,8.961913949251201
797,700.7312456852197
798,-408.8799988913536
799,-175.4200002771616
800,-69.65009710639715
801,32.679783089458944
802,23.468184925317765
803,17.835906222015623
804,-91.22929277062416
805,-84.3967999702692
806,-113.92516514062882
807,-59.57577964603901
808,-92.28228384375566
809,-86.71999076008801
810,-138.7800349138677
811,-90.80807820409537
812,6.900261126309747
813,327.1859904159606
814,-572.7401014643908
815,-223.95400542527437
816,-63.277036552429195
817,-87.96931257337332
818,-70.29307642281056
819,-111.70831972539425
820,39.29000118374836
821,-106.066351249516
822,-77.22201435565948
823,18.74768682122231
824,186.6338167023659
825,130.01578801631928
826,-65.17850147604942
827,-68.57190044194462
828,-74.1596383714676
829,-260.0490661217272
830,-68.75263129591941
831,2.132573270499707
832,-440.4453139701486
833,-438.11959753990175
834,-73.76051989078522
835,9.684357580393565
836,-84.50351486966014
837,-166.2236668241024
838,-166.57954184412958
839,-77.14034132361412
840,-49.948842652142055
841,-88.4401184463501
842,-79.92953070402146
843,-92.77152147471907
844,-100.05974001958965
845,-394.9733592367172
846,-150.85000054985284
847,-104.79925909712911
848,-77.82581108331681
849,-86.63294181168078
850,-98.53111752927303
851,-72.50527677580713
852,-53.125971365571026
853,-67.15565241396428
854,-131.5894387406111
855,-84.48064299792053
856,-163.68000102818013
857,-112.2391265720129
858,-78.40075240135192
859,-257.75195904254906
860,-246.66945673704143
861,169.81264042139054
862,-121.94157028198242
863,-96.30644323348997
864,-73.72633496582509
865,-310.8317883676291
866,-190.03451250195508
867,-135.08339424371718
868,-136.56084554195405
869,-131.22000071436162
870,-55.105962764322754
871,86.27106007516385
872,-88.99633116722107
873,-284.28882911443714
874,-437.52849254429333
875,-1502.0009165528418
876,-2277.5233757281303
877,-85.32369702771305
878,-994.736412088573
879,-663.1369788646698
880,-1273.2087767004969
881,-365.66059270873666
882,-60.67925031334162
883,-88.76237556189298
884,-83.6602187347412
885,-51.93726469159127
886,-80.59128566533326
887,-63.716140112876886
888,-734.1184737026692
889,-281.35980294942857
890,-725.0749525368215
891,-758.7029822111131
892,-992.1297056198121
893,-357.08799932062624
894,-137.1385487833619
895,-59.55292469635606
896,-204.14328499734398
897,694.085398543477
898,-268.67124156594275
899,-352.4040218657255
900,-68.61228923141957
901,48.90394120827316
902,69.4101801264286
903,23.43804484277963
904,-60.8932983121276
905,-173.70038874059915
906,-84.73956202864647
907,-70.36214682847262
908,-82.81030425846572
909,-85.65561191439632
910,-81.91119439467786
911,-85.76257869899274
912,-104.84262202844016
913,483.32870855331424
914,-562.0120041522384
915,-379.1203227889538
916,-122.93918825626373
917,-93.61430939197541
918,-69.34905615746976
919,-73.37999965801835
920,-100.09621839523308
921,-79.08893340408802
922,-60.41520466804504
923,2.553067004680635
924,232.35351162910462
925,59.44920042037964
926,-70.77443189650774
927,-99.96739020466808
928,-78.26039828747511
929,-179.80615306675435
930,17.0800010716915
931,-75.53520043015482
932,-662.888349134922
933,-246.62897475093604
934,-58.04300548613071
935,-88.63191206485033
936,-80.12651707172394
937,-220.05443519324064
938,-77.45465031564237
939,-87.9568169951439
940,-76.029682174325
941,-126.57095332771542
942,-74.69999953508378
943,-222.35000059455638
944,-67.03999983370305
945,-276.59966459333896
946,-85.63351827144623
947,-110.46047849327326
948,46.59666355371475
949,-93.18015057384966
950,-124.65589450836183
951,-72.36321407422423
952,-130.5304297852516
953,-82.4814521753788
954,-100.82000041663647
955,-127.86128444433217
956,-50.49255577504635
957,-111.79200035288932
958,-62.512476849555966
959,-249.5196033287048
960,-135.35429725885388
961,13.097712928652768
962,-61.717579078674305
963,-54.84592005193234
964,-70.41599973186851
965,-191.9260771745444
966,-254.66192711427814
967,-91.66542342424393
968,-147.27792481184005
969,-86.08087279826397
970,-88.04278922498226
971,-260.0740841186047
972,-86.7122370198369
973,-693.4441110831499
974,-213.52321707099674
975,-1478.5106066021324
976,-1098.2465484780073
977,-111.67819406315685
978,-695.605540329218
979,-951.2775942608714
980,-1331.3228046774866
981,-960.123637059331
982,-86.70892359495163
983,-92.44228281527758
984,-73.21314292430878
985,-84.80029214143752
986,-56.83357883244753
987,-79.72814744442701
988,-734.385911935568
989,-509.5965444803238
990,-514.6750940442085
991,-505.2592628359795
992,-979.6234045743943
993,-237.05229374840854
994,-296.58742389187216
995,-81.9037192672491
996,-55.12619211375709
997,228.64654658854008
998,-471.85480579614637
999,-254.06425993084906
1000,-78.01656764283777
1001,22.200494455695146
1002,46.15841578155755
1003,44.49126200199125
1004,-151.32010933995247
1005,-95.51444131046532
1006,-142.67520870119333
1007,-76.15664074033498
1008,-142.64935906112186
1009,-83.4046316176653
1010,-83.70054644063111
1011,-95.30848111659289
1012,-54.70260242521745
1013,276.89459614574906
1014,-361.584312762022
1015,-356.09070667147637
1016,-81.90782566308975
1017,-82.00195667803288
1018,-67.90666455924512
1019,-70.55546065539122
1020,-57.144856369495336
1021,-57.5019999165833
1022,-57.11062175482512
1023,95.80358710289002
1024,129.50610557079315
1025,205.08773663282395
1026,16.145096078217044
1027,6.256301236897645
1028,-57.57572431743145
1029,-125.16624536305667
1030,-54.54403150409461
1031,-59.39096431791782
1032,-182.05070849090816
1033,-604.5680430540442
1034,-69.38580072194338
1035,44.972508509010076
1036,-105.5921865361929
1037,0.7343085658550308
1038,-63.42058720290663
1039,-58.25802246928215
1040,-103.46794632673263
1041,28.39000053346157
1042,-101.39999907016754
1043,-85.81999976217749
1044,-77.31256416589022
1045,-65.00955998539925
1046,-60.819999780058865
1047,-78.60599892720583
1048,152.62739392042158
1049,-86.07579052984713
1050,-67.36521534204483
1051,-69.79997194841503
1052,4.579802169203758
1053,-72.09881728231908
1054,-52.37494943201541
1055,-86.18266093701126
1056,3.4050319963693614
1057,-64.75011681467295
1058,-71.34599952220917
1059,-289.1600502085685
1060,-289.11999946355814
1061,112.61808722674847
1062,-64.67999954223635
1063,12.30370575994255
1064,-56.87004735454917
1065,-317.96309671223173
1066,-116.69192747369411
1067,-0.9230324259400362
1068,-56.994976887106894
1069,14.660000714361702
1070,-65.33999964326621
1071,93.66021430075169
1072,-86.0799996674061
1073,-660.2595827919245
1074,-276.7401426661014
1075,-1353.362597000897
1076,-967.1575936061145
1077,-80.88425616636871
1078,-1221.271540182829
1079,-629.4399994939566
1080,-630.8102436631918
1081,-1219.983406621218
1082,-55.738706988394256
1083,-75.43999983370304
1084,-51.53374122142792
1085,17.81371902704239
1086,-62.83557165563107
1087,-50.03999937504531
1088,-498.0574688076973
1089,-949.4657815217972
1090,-718.9099265873433
1091,-499.1036206841469
1092,-496.3999997735024
1093,-281.6452642415464
1094,-128.1761017771065
1095,-63.683999851047986
1096,28.914828988909733
1097,245.52000065267086
1098,-331.67232877671717
1099,-318.6599991685152
1100,-65.12799976170064
1101,37.736000178754324
1102,80.63376631185412
1103,34.76959462136031
1104,-56.226018791496756
1105,29.99769268721346
1106,-104.9711474686861
1107,-57.47999988138676
1108,6.440000881552777
1109,-82.70848929286005
1110,-53.24917286559939
1111,-114.19837359338999
1112,78.47072260901345
1113,480.74654146209355
1114,-192.259999704957
1115,-614.4854380393028
1116,12.410000876188281
1117,-61.52932685047388
1118,-74.45999982208014
1119,-70.25197246044874
1120,8.506486016512017
1121,-77.27973051980138
1122,-66.6353622585535
1123,60.1000004529953
1124,267.03648072242737
1125,148.5907606458664
1126,31.804976296126874
1127,30.35200095355502
1128,-69.85657386869192
1129,-151.9980498813092
1130,9.54000053584575
1131,16.350000982582607
1132,-428.5399999895692
1133,-232.27999988228083
1134,-69.1393246051669
1135,45.705043684989214
1136,-134.17906982570886
1137,62.83000249445439
1138,-56.81845553666352
1139,-62.220266345143315
1140,-53.53825174421072
1141,68.78177562773227
1142,-111.41605203151703
1143,-109.7383067366481
1144,-89.42876144051553
1145,53.66000265240669
1146,-66.95011115342379
1147,-95.76888809740547
1148,98.36000202059745
1149,-77.0966622108221
1150,-92.38587598085404
1151,-62.20627529650926
1152,17.246784774065016
1153,-59.75745217472315
1154,5.100000416636462
1155,-85.41717779606583
1156,-49.22838761925698
1157,-61.926061381399634
1158,-63.56399968147278
1159,-384.46581307411185
1160,-375.9814924335479
1161,227.8800043988228
1162,-58.718407058715826
1163,15.894559829533085
1164,-64.03925977498294
1165,-379.358699116856
1166,-312.49831101119526
1167,0.4109832760691745
1168,-64.64999898970126
1169,18.88000095248227
1170,-71.11999952435494
1171,138.95968790292739
1172,-71.2661626547575
1173,-657.8699989360571
1174,-262.5799988138675
1175,-922.423202560544
1176,-1336.6399970504642
1177,-88.48799970328807
1178,-629.4399994939566
1179,-920.1599992409349
1180,-629.4399994939566
1181,-1220.2208523213865
1182,-62.515529309213164
1183,-78.49620534479618
1184,2.4712450575828555
1185,76.3600022649765
1186,-66.1724302187562
1187,-50.03999937504531
1188,-725.4564742386342
1189,-274.1999998867512
1190,-500.29628256559374
1191,-496.3999997735024
1192,-718.5999996602536
1193,-358.6021127837896
1194,-202.54399966031312
1195,-56.27515981033444
1196,32.17952779233457
1197,740.5600019580125
1198,-230.04908882021903
1199,-318.6599991685152
1200,-57.56399988085032
1201,55.604000268131486
1202,83.80400026813149
1203,50.52141391292214
1204,3.9600007075071133
1205,40.25046553403138
1206,-84.99800896048546
1207,-57.58977881014347
1208,-61.27428141474712
1209,-70.20999955385926
1210,-57.002068125158544
1211,-100.27999976277351
1212,57.704001341015214
1213,313.285360853374
1214,-472.77999911487103
1215,-344.6782608282566
1216,8.94000058412552
1217,-95.39999961972238
1218,-74.61344325095416
1219,-67.22500396639109
1220,26.860000789165575
1221,-67.0039998331666
1222,-64.99726288020611
1223,60.1000004529953
1224,134.6800004529953
1225,224.69000067949295
1226,36.0600009825826
1227,30.35200095355502
1228,-68.61931658178568
1229,-111.1639992251992
1230,13.310000803768624
1231,9.840783678889299
1232,-289.1999994581938
1233,-232.27999988228083
1234,-58.557173689007755
1235,20.33899036481978
1236,-77.17405358344317
1237,41.429729111790664
1238,-52.61999944299458
1239,-64.18090409338474
1240,-75.0896685421467
1241,37.292639993429184
1242,-88.04999930262565
1243,-105.87373814553024
1244,-76.55999975055457
1245,27.830001326203345
1246,-72.8822931793332
1247,-88.80799856960778
1248,98.36000202059745
1249,-83.36999937504531
1250,-56.459999114871025
1251,-62.96167590111494
1252,20.83102807164192
1253,-102.55835430502893
1254,6.650000624954693
1255,-71.11999979794027
1256,12.654934381246566
1257,-56.28021705552936
1258,-71.34599952220917
1259,-132.0693243527412
1260,-296.01237540960307
1261,114.9400021994114
1262,-59.20555229187012
1263,44.43584171742203
1264,-55.47199991062284
1265,-180.18399986296896
1266,-180.18399986296896
