#{"t_start": 1747307122.818335, "env_id": "None"}
r,l,t
163701.144666,52,59.272542
165219.8936,52,59.281775
164083.420101,52,59.291087
165587.640982,52,59.300182
165982.307979,52,59.309272
162733.748555,52,59.318317
165768.038974,52,59.327372
165092.271303,52,59.336379
163901.825333,52,59.345375
164881.676596,52,59.354405
164209.791802,52,59.36362
166010.435206,52,59.372734
166135.082624,52,59.381527
166713.184417,52,59.390288
166628.371485,52,59.398993
165498.481904,52,59.407733
158304.412062,52,59.416454
164314.541301,52,59.425181
164585.896903,52,59.433891
165763.909469,52,59.442593
165837.750584,52,59.451306
164993.355023,52,59.460187
163974.82485,52,59.469172
162439.524399,52,59.478218
164817.483988,52,59.48706
165184.736696,52,59.495844
164309.253203,52,59.50456
163786.973021,52,59.513334
166560.428019,52,59.522073
164801.263993,52,59.530806
161919.565631,52,59.748973
163322.039187,52,59.758482
161650.229595,52,59.767951
166541.910177,52,59.777448
166627.984941,52,59.786749
166778.244705,52,59.796194
164880.171159,52,59.805513
165927.620951,52,59.814732
165287.542302,52,59.823991
165883.490756,52,59.833304
165148.874585,52,59.842765
165874.599176,52,59.852122
164216.926373,52,59.861456
166799.508094,52,59.870534
164490.987576,52,59.879613
162957.445309,52,59.888651
165131.786143,52,59.897724
164288.747024,52,59.906789
165991.987778,52,59.915846
165595.325169,52,59.924893
162170.422775,52,59.933911
166343.321338,52,59.94281
163797.757715,52,59.95148
164479.04011,52,59.960168
164491.638025,52,59.968918
164976.615739,52,59.977636
164523.78185,52,59.986275
166157.930537,52,59.995244
163643.425852,52,60.003946
164194.917018,52,60.012641
164477.184544,52,60.021348
166663.641656,52,60.030066
161807.080066,52,60.038768
164728.226227,52,60.0475
163841.383084,52,60.056195
164643.136715,52,60.064902
165072.416572,52,60.073609
162643.608596,52,60.082312
164989.654655,52,60.091069
166402.683263,52,60.315354
162091.988317,52,60.324918
166726.688697,52,60.334483
165281.372344,52,60.343871
165749.674869,52,60.353485
163910.185029,52,60.362722
165601.538026,52,60.372184
165959.117866,52,60.381603
164460.068641,52,60.391035
165831.263129,52,60.40049
164694.373097,52,60.410012
165863.071236,52,60.419082
158631.451579,52,60.428116
165554.068763,52,60.437163
165451.900357,52,60.446185
164438.852888,52,60.455206
165265.565169,52,60.464252
165986.661953,52,60.473254
165620.512428,52,60.482257
166305.278005,52,60.491228
165888.587519,52,60.500218
164923.699115,52,60.509214
165844.900895,52,60.517905
166198.687606,52,60.526593
164557.564637,52,60.535305
165609.644629,52,60.54396
164975.397753,52,60.552628
165106.783849,52,60.561327
164089.963599,52,60.570019
164344.971194,52,60.578766
166307.873407,52,60.587474
165699.388483,52,60.596139
164439.438171,52,60.604816
164981.955777,52,60.613506
164324.218918,52,60.622173
161688.763957,52,60.630839
165683.960081,52,60.639529
166307.440873,52,60.648268
163875.009529,52,60.65698
164196.761574,52,60.875992
165768.175653,52,60.88529
165903.24605,52,60.894795
159662.470323,52,60.904398
161332.206918,52,60.913873
165784.153263,52,60.923292
165317.654828,52,60.932938
163278.505881,52,60.942521
166300.527797,52,60.951923
164806.632192,52,60.961275
165504.418343,52,60.970677
165808.843095,52,60.979994
163784.436535,52,60.989254
165377.844533,52,60.998394
165617.756582,52,61.007525
164313.264164,52,61.016654
167618.821348,52,61.025795
166009.838931,52,61.034859
164708.062831,52,61.043945
166765.735128,52,61.053033
163658.194442,52,61.062108
165773.068152,52,61.071138
164291.242699,52,61.079972
166623.35448,52,61.088733
166067.063558,52,61.097516
164939.870988,52,61.106272
165195.141077,52,61.115013
164251.165403,52,61.123769
165404.237152,52,61.132514
164273.515936,52,61.141241
164651.204018,52,61.149989
165930.666351,52,61.174723
163658.126476,52,61.187198
164557.071911,52,61.19737
167665.473332,52,61.207385
163787.063241,52,61.218134
162339.439719,52,61.227725
162153.163829,52,61.238834
165889.36818,52,61.249152
162267.995087,52,61.259326
162980.016634,52,61.486678
166003.90568,52,61.496052
164657.404012,52,61.505706
164015.92874,52,61.515208
164340.79843,52,61.524609
163696.979146,52,61.534085
164921.764542,52,61.543453
165307.083693,52,61.553075
167878.53106,52,61.562546
166260.550606,52,61.572029
166199.507014,52,61.581412
166480.666973,52,61.59074
165656.999465,52,61.599809
163959.862438,52,61.60885
165184.203246,52,61.617864
165080.235089,52,61.626888
164855.872811,52,61.636033
163718.704351,52,61.645124
164715.784929,52,61.654151
166163.766475,52,61.663197
165497.065294,52,61.672311
167186.418364,52,61.681297
165068.54785,52,61.690038
165171.472865,52,61.698743
167743.206301,52,61.707445
165651.370287,52,61.716195
160156.576622,52,61.724875
164614.906043,52,61.733576
166362.726868,52,61.742251
164237.185387,52,61.750952
164723.68698,52,61.759639
165431.965086,52,61.768327
166764.187712,52,61.777021
165190.198797,52,61.785697
162772.641611,52,61.794369
165527.964469,52,61.803078
162510.800556,52,61.811818
165863.56479,52,61.820519
165956.754878,52,61.829309
166752.643984,52,62.051779
164996.679384,52,62.061651
164984.17487,52,62.071271
163092.353221,52,62.080714
166192.276557,52,62.090422
164354.980345,52,62.099929
165888.990335,52,62.109503
166116.397284,52,62.118859
164033.766854,52,62.128469
165747.61465,52,62.137951
164137.828204,52,62.147305
166222.624914,52,62.156615
157595.939817,52,62.165827
163882.313959,52,62.174884
164265.044492,52,62.183945
165132.058072,52,62.192982
166573.269494,52,62.20204
165398.11175,52,62.211066
164893.64856,52,62.220097
164812.934216,52,62.229122
164671.437377,52,62.238107
165895.333027,52,62.247097
165066.312268,52,62.255819
167403.312182,52,62.264507
164108.102854,52,62.273206
164980.956602,52,62.281907
165679.339521,52,62.290601
163468.255588,52,62.299294
166622.878468,52,62.30799
163744.639254,52,62.316681
163435.981861,52,62.325377
165824.136051,52,62.334051
165619.834189,52,62.342719
167760.4877,52,62.351427
166199.236016,52,62.360121
163873.948067,52,62.368789
163465.02721,52,62.377453
165571.512962,52,62.386107
165951.274497,52,62.394802
165811.611603,52,62.403452
164424.163843,52,62.628326
164743.123805,52,62.637953
165047.642756,52,62.647388
165202.015304,52,62.656856
165362.102119,52,62.666246
163438.946346,52,62.675781
167127.183884,52,62.685256
162409.183071,52,62.694606
166131.233566,52,62.703906
164346.145211,52,62.713341
165405.351804,52,62.722837
162997.784567,52,62.732028
164874.129833,52,62.741372
163553.172638,52,62.75046
166914.901412,52,62.759547
164715.634874,52,62.768604
164491.865858,52,62.777692
165517.824202,52,62.786727
165523.516449,52,62.795756
165628.447621,52,62.804752
165939.149233,52,62.813766
164988.556168,52,62.822593
167369.121607,52,62.831348
166089.958866,52,62.840063
164803.29036,52,62.84875
163371.71033,52,62.85741
163876.877708,52,62.866112
166129.320218,52,62.87478
163604.685414,52,62.883445
164174.680493,52,62.892095
165712.80147,52,62.900761
164973.380804,52,62.909428
165764.798984,52,62.918119
163826.579301,52,62.926814
165649.765225,52,62.935487
166887.445577,52,62.944171
166481.696039,52,62.952819
163165.338595,52,62.961512
164630.515364,52,62.970195
163571.212996,52,63.187335
163528.142052,52,63.196791
165992.862922,52,63.206171
162002.224248,52,63.215507
164674.499611,52,63.224927
164182.651621,52,63.234246
166314.22733,52,63.243584
164235.902093,52,63.252923
165407.192776,52,63.262194
163954.83522,52,63.271617
165693.443795,52,63.280986
166415.39151,52,63.29005
165753.163751,52,63.299258
164493.35702,52,63.308314
167348.95928,52,63.317376
167445.260127,52,63.32642
165736.345456,52,63.335438
166583.599447,52,63.344434
165693.058988,52,63.353448
165934.871473,52,63.362479
165043.980376,52,63.371508
165477.138728,52,63.380468
163730.307125,52,63.389206
164342.963286,52,63.397919
162204.1214,52,63.406629
166789.174046,52,63.415296
167487.598957,52,63.424023
167122.708661,52,63.432727
165024.636549,52,63.441446
164192.839934,52,63.450125
162367.201469,52,63.458802
165852.660844,52,63.467573
161950.781457,52,63.47627
164685.623289,52,63.484938
167117.387732,52,63.493611
164294.674589,52,63.502281
164122.448852,52,63.510963
167136.122008,52,63.519621
165486.037691,52,63.528287
166732.87903,52,63.753668
164761.62829,52,63.763411
167395.689749,52,63.772856
164757.923677,52,63.782297
163066.748321,52,63.791969
164555.702039,52,63.801215
165332.510658,52,63.81051
165766.44285,52,63.820242
165912.483991,52,63.829475
166167.943171,52,63.838825
165543.308324,52,63.848283
164847.496195,52,63.857503
165976.915023,52,63.86655
165494.554238,52,63.87558
167001.010885,52,63.88458
164687.174553,52,63.893587
164547.912032,52,63.90261
165705.499308,52,63.911597
165086.786333,52,63.920592
165915.429242,52,63.929562
165575.979255,52,63.938568
165836.906662,52,63.947569
166485.223349,52,63.956337
165908.618539,52,63.965026
165401.7256,52,63.973683
164960.458686,52,63.982337
163754.068143,52,63.991015
166428.697537,52,63.999712
165256.749606,52,64.008391
163868.701881,52,64.017044
164747.334562,52,64.02572
162245.012821,52,64.034441
165558.143427,52,64.043093
161538.041932,52,64.051738
166412.070901,52,64.060386
167630.948146,52,64.069058
166722.388687,52,64.078002
164346.158147,52,64.086648
166625.647804,52,64.095308
164822.586653,52,64.103978
166364.289027,52,64.324827
160511.578168,52,64.334256
165398.744175,52,64.343785
164510.039766,52,64.353295
164072.795823,52,64.3627
167404.705738,52,64.371973
164839.979404,52,64.3813
162087.551468,52,64.390745
163662.120865,52,64.400145
164412.54008,52,64.409411
167711.933543,52,64.418731
163379.429497,52,64.428405
165920.729076,52,64.437651
166135.693634,52,64.446682
161820.901001,52,64.455735
165798.592865,52,64.464811
167636.088541,52,64.473854
159897.572306,52,64.482871
165105.105111,52,64.491936
164672.194006,52,64.500953
166505.13724,52,64.509992
167722.461303,52,64.518951
165017.080732,52,64.52764
165732.680738,52,64.536369
164260.602174,52,64.545068
163074.599466,52,64.55374
163615.214829,52,64.562418
164459.354649,52,64.571113
166935.929637,52,64.579808
164393.883959,52,64.588433
164853.298738,52,64.597058
166134.663672,52,64.605741
166154.967108,52,64.614396
163399.154982,52,64.623086
165313.56188,52,64.631754
164528.271226,52,64.640392
163253.980987,52,64.649111
164754.490133,52,64.657773
167062.694898,52,64.666476
165430.662344,52,64.886925
167402.517292,52,64.896316
164145.85299,52,64.905723
166079.02419,52,64.915155
164073.716726,52,64.924686
165305.706797,52,64.934237
166258.372611,52,64.943775
164543.058522,52,64.953146
162508.409925,52,64.962504
167505.766667,52,64.971751
166851.696556,52,64.98115
166488.924272,52,64.990546
165571.826828,52,64.999758
164660.90076,52,65.008809
166828.527996,52,65.017842
164917.789959,52,65.026841
166802.870951,52,65.035855
165265.834767,52,65.044841
163186.93868,52,65.053838
163032.86121,52,65.062819
164744.525686,52,65.071833
165243.827247,52,65.080808
165849.838648,52,65.089526
164828.490414,52,65.098468
161265.238983,52,65.107134
165860.99423,52,65.115812
165675.526012,52,65.12449
164244.789046,52,65.133133
166969.393569,52,65.141812
165605.505601,52,65.1505
166801.277766,52,65.159191
165251.483171,52,65.167829
166048.078095,52,65.176468
164944.991295,52,65.185169
165014.58209,52,65.193867
167027.237219,52,65.202542
166558.930319,52,65.211221
167168.433056,52,65.219895
163682.984916,52,65.228522
165863.371968,52,65.449567
165694.639929,52,65.459332
164403.792817,52,65.46882
164446.757017,52,65.478217
163078.715263,52,65.487667
165108.389406,52,65.497096
165024.899059,52,65.506475
165436.762721,52,65.515854
165819.147841,52,65.525589
165176.853624,52,65.534937
166127.666936,52,65.54492
165410.321149,52,65.554288
167106.166113,52,65.563596
164651.299134,52,65.572736
165064.349053,52,65.581844
166284.487524,52,65.590924
167672.787478,52,65.600045
162904.097879,52,65.609135
165030.113116,52,65.618236
165377.832905,52,65.627287
166240.559484,52,65.636329
161601.93224,52,65.645361
165084.779064,52,65.654204
162499.348727,52,65.662972
166659.353198,52,65.671703
167429.989618,52,65.680425
161238.309469,52,65.689104
166033.477964,52,65.69781
163655.251377,52,65.706482
167596.753523,52,65.715171
165022.296932,52,65.723902
163067.823444,52,65.732558
165865.569287,52,65.741236
166096.93792,52,65.749945
166269.875968,52,65.758653
165901.258665,52,65.767351
167529.087918,52,65.776041
164069.16064,52,65.784759
164758.155945,52,65.793431
166774.127288,52,65.80213
163660.303886,52,66.02634
165833.624067,52,66.03573
162876.109239,52,66.045169
165875.500868,52,66.054746
164563.01604,52,66.064349
162529.855129,52,66.073958
166088.88266,52,66.083407
165859.309904,52,66.092718
164710.882322,52,66.102046
166094.931013,52,66.111494
165568.824907,52,66.121015
164872.050805,52,66.130278
163483.09586,52,66.1395
165482.396101,52,66.148621
166399.871617,52,66.157704
164829.014373,52,66.166783
167165.767706,52,66.175842
162902.070434,52,66.184912
167021.905446,52,66.193981
164656.358362,52,66.203025
166229.51471,52,66.21206
168487.887346,52,66.221021
167052.265669,52,66.229738
165403.82958,52,66.238456
167651.070645,52,66.247184
166361.514272,52,66.255924
165856.818297,52,66.26465
166536.501673,52,66.273367
167329.328455,52,66.282096
132661.770622,52,66.290826
165832.952832,52,66.299572
165683.54445,52,66.3083
164372.142286,52,66.317059
165817.561909,52,66.325838
164447.493245,52,66.33454
165121.020583,52,66.343258
166752.26917,52,66.351985
164707.85415,52,66.360742
161586.262709,52,66.36946
163721.010805,52,66.590551
165274.526539,52,66.600418
165557.955823,52,66.609776
166232.3992,52,66.619265
164637.558407,52,66.628805
166753.519508,52,66.638271
164989.307683,52,66.647784
166978.065073,52,66.657132
165947.420883,52,66.666798
166363.954421,52,66.676128
165403.835478,52,66.685478
166332.43836,52,66.694687
165881.117647,52,66.703871
164416.686662,52,66.712937
165167.100784,52,66.72225
166285.183141,52,66.731538
164649.704801,52,66.740733
163971.327787,52,66.749879
167307.635646,52,66.758976
164139.448105,52,66.768112
164607.613648,52,66.777414
167158.607213,52,66.786507
166834.474562,52,66.795291
166133.407905,52,66.80401
164468.272677,52,66.812797
166101.005309,52,66.821541
166189.41028,52,66.830232
165516.462389,52,66.838954
