#{"t_start": 1745776270.3942888, "env_id": "None"}
r,l,t
169236.580167,52,94.228347
178338.62788,52,94.241248
181474.519184,52,94.253255
168219.792948,52,94.265128
173108.913106,52,94.277172
166173.07888,52,94.289853
167863.333453,52,94.302109
172897.241721,52,94.314139
182182.915889,52,94.32824
180988.776016,52,94.341266
169537.689493,52,94.353699
178276.624989,52,94.366324
180523.012162,52,94.378283
180277.109746,52,94.39124
177992.054563,52,94.404036
167123.345767,52,94.417351
170887.180705,52,94.430263
170467.236374,52,94.443964
177899.421725,52,94.456436
178231.430997,52,94.469263
180832.709225,52,94.48226
175808.786081,52,94.495772
164279.930232,52,94.50775
175735.97978,52,94.519496
178406.424703,52,94.532118
176353.385132,52,94.544985
175264.056075,52,94.556965
177361.140853,52,94.569162
161733.921844,52,94.58126
170806.890943,52,94.593668
158318.861371,52,94.605921
179123.76562,52,94.617772
167467.698327,52,94.629653
171156.796578,52,94.642715
162719.413831,52,94.655784
167305.388053,52,94.669014
163790.485687,52,94.681542
167969.745752,52,94.695128
169546.283065,52,94.708137
163422.716527,52,94.720971
172773.603728,52,94.73373
178070.906256,52,94.746825
166548.188616,52,94.758753
166732.258119,52,94.771094
150907.77194,52,94.783304
181877.917519,52,94.795712
171876.696552,52,94.807684
167186.481671,52,94.819636
172615.936354,52,94.83156
179912.363938,52,94.844987
164621.152654,52,94.85689
178335.093349,52,94.868852
173819.562328,52,94.881107
176047.478064,52,94.893901
172865.877579,52,94.90692
172270.774247,52,94.919659
166272.366016,52,94.93238
168836.884018,52,94.945606
169035.884771,52,94.958359
179876.294061,52,94.970774
177189.461492,52,94.983724
180611.561903,52,94.99684
175171.679435,52,95.008918
176881.635513,52,95.021079
161528.48736,52,95.032893
177559.443115,52,95.045527
174006.090118,52,95.057395
179681.695513,52,95.069482
179677.958449,52,95.081675
175904.234431,52,95.094047
163830.434644,52,95.105918
179108.319794,52,95.11801
179601.541893,52,95.130197
154669.363254,52,95.14343
169282.629239,52,95.156111
169083.256315,52,95.168746
165728.874341,52,95.181972
166555.30162,52,95.195249
165966.084501,52,95.208271
176175.121748,52,95.220644
167675.7471,52,95.233056
175950.160847,52,95.246003
