#{"t_start": 1744923385.571989, "env_id": "None"}
r,l,t
12983.845,100,24.338349
15426.8175,100,24.360903
10593.158,100,24.384572
6395.205,100,24.407577
10056.336,100,24.430416
11358.944,100,24.453053
11530.2305,100,24.478096
9987.2175,100,24.502119
-876.07,100,24.525972
3097.6315,100,24.549806
13933.363,100,24.575229
20501.9925,100,24.59907
11697.527,100,24.621631
6996.4715,100,24.644193
12682.97,100,24.667718
11496.89,100,24.690268
4493.8575,100,24.712811
11009.526,100,24.735243
10466.549,100,24.758842
10318.318,100,24.782535
21110.6115,100,24.806146
20315.394,100,24.829911
12598.2875,100,24.854244
17520.3375,100,24.877107
10284.7645,100,24.899607
14940.4175,100,24.922242
13610.8515,100,24.945593
13044.892,100,24.968171
15737.316,100,24.990658
15306.5065,100,25.013591
7719.946,100,25.037495
