reward
5176.417
5161.145
5132.725
5154.616
5184.515
5171.719
5182.026
5177.625
5149.065
5199.635
5110.236
5192.435
5185.217
5188.145
5162.358
5182.455
5104.387
5162.236
5182.615
5220.538
5193.915
4753.668
5162.125
5191.416
5129.317
5047.795
5187.217
5092.655
5138.845
5185.625
5152.517
5163.84
5143.526
5164.216
5154.347
5117.717
5141.486
5174.445
5179.03
4532.305
5195.522
5177.157
5186.946
5150.15
5107.948
5158.707
5192.046
5147.016
5009.326
5151.545
5137.655
5198.017
5193.027
5165.545
5176.706
5150.957
5164.807
5209.688
5183.735
5162.236
5181.526
5162.336
5186.167
5158.537
5200.417
5163.825
5161.448
5092.72
5191.636
5144.34
5189.437
5206.415
5198.045
5174.645
5176.397
5206.415
5089.188
5200.417
5196.727
5203.405
5161.825
5127.437
5198.735
5116.267
5172.935
5171.955
5153.547
5081.437
5181.566
5186.136
5174.725
5063.447
5206.415
5190.491
5182.635
4886.535
5125.175
5206.415
5063.539
5160.017
5181.065
5195.708
5167.735
5101.767
5178.515
5110.825
5134.715
5206.415
5123.795
5158.282
5032.807
5190.925
5171.255
5178.246
5141.545
5202.435
5120.737
5175.416
5161.431
5132.827
5136.247
5146.615
5191.097
5101.032
5053.888
5162.455
5169.525
5183.045
5192.435
5164.426
5194.325
5148.767
5198.046
5158.935
5123.127
5170.617
5192.416
5201.437
5180.455
5169.845
5120.729
5185.755
5192.235
5197.835
5179.417
5200.716
5184.217
5178.927
5164.628
5148.608
5157.067
5146.531
5030.457
5143.438
5187.772
5156.427
5192.218
5181.718
5199.425
4910.212
4746.796
5081.969
5133.295
4788.629
5193.455
5183.522
5171.355
4873.245
5113.667
5193.175
5161.355
4744.191
5149.375
5147.935
5169.535
5129.005
5190.417
5127.865
5164.875
5151.635
4842.657
5083.656
5142.149
5140.435
5167.919
5142.635
5183.125
5116.005
5116.488
5123.016
5142.947
5205.465
5090.777
5164.826
5082.96
5124.438
5170.325
5198.435
5161.536
4886.245
5145.325
5202.435
5138.636
5179.816
5202.59
5188.935
5186.815
5192.327
4798.035
5186.737
5127.737
5127.676
5071.745
5097.516
5209.706
5193.731
5193.175
5168.415
5161.116
5202.417
5151.246
5178.836
5140.319
5192.645
5185.966
5195.515
5202.615
5158.815
5145.268
5127.686
5096.035
5175.835
5168.226
5184.818
4885.725
5133.081
5133.635
5178.557
5199.447
5117.679
5168.415
5181.535
5172.265
5196.888
5187.925
4885.227
5174.945
5107.835
5166.616
5170.618
5155.637
5187.235
5001.918
5191.635
5162.615
5152.828
5150.505
5202.615
5125.095
5175.275
5173.425
5187.725
5173.935
5115.475
5141.067
5039.757
5184.226
5196.645
5072.306
5175.836
5177.435
4973.245
5103.245
5187.485
5206.415
5176.455
4875.025
5158.967
5190.035
5191.926
5176.255
5113.015
4890.225
5168.816
5188.616
5155.575
4995.107
5126.267
5120.735
5095.619
5171.477
5190.125
5102.636
5094.957
5111.779
5106.986
4494.075
5154.055
5039.945
5191.625
5180.568
5106.387
5185.855
5137.535
5183.825
5178.515
5183.835
5176.417
5189.419
5129.745
5193.416
4826.949
5076.825
5184.835
4852.557
5187.535
5168.085
5201.425
5162.655
4878.925
5194.417
5144.437
5185.927
5079.637
5164.345
5089.337
5162.275
5133.435
5169.855
4965.088
5177.73
5188.416
5106.945
4713.187
5191.045
5154.235
5140.647
5172.027
5187.815
5152.535
5082.947
5206.415
5142.625
5215.286
5098.155
5196.825
5189.086
5202.615
5153.439
5206.415
4886.425
5181.602
4838.236
5173.437
5151.685
5172.037
5157.555
5204.416
5109.818
5181.459
5093.386
5178.326
5195.115
5108.475
5077.877
5167.627
5185.726
4872.245
5182.517
5168.418
5116.049
5206.415
4825.486
5204.425
5174.327
5012.237
5161.428
5145.417
5146.835
5144.358
5147.617
5202.468
5123.83
5196.515
5075.795
5165.923
5168.865
5086.095
4870.645
5147.476
5121.768
5178.446
4848.028
5175.79
5206.415
5176.046
5126.845
5189.946
5098.067
5131.635
5188.237
5172.517
5122.446
5122.667
4805.889
5199.426
5121.277
5124.857
4777.265
5198.735
5129.127
5134.019
5187.029
5150.855
5154.017
5058.037
5066.778
5145.137
5196.515
5182.446
5142.728
5193.228
5136.659
5184.626
5090.476
5188.61
5131.345
5181.745
5173.037
5206.415
5167.829
5185.4
5043.736
5133.143
5190.435
5176.216
5154.837
5163.917
5185.748
5189.935
5118.721
5187.345
5198.735
5206.415
5094.008
5117.068
5117.956
5171.916
5194.726
5057.188
5041.375
5201.835
4998.288
5166.846
5145.635
5135.625
5159.035
4610.345
5157.974
5198.815
5178.385
5182.525
5158.437
5187.637
5198.416
4824.315
5192.568
5127.335
5142.815
5157.627
5134.627
5194.367
4808.265
5109.055
5194.718
5163.875
5157.735
5104.856
5089.878
5183.227
5184.446
5123.715
5185.945
5169.635
5161.435
5136.845
5190.72
5163.235
5119.458
5196.415
5196.415
5191.725
5181.351
5165.235
5190.725
4829.856
5169.187
5197.035
5190.517
5206.415
5177.797
5172.135
5180.288
5175.756
5113.527
5183.945
5186.027
5134.865
4984.975
5026.956
5171.545
5160.091
5184.435
5166.036
5140.966
5091.176
5125.925
5184.025
5041.777
5111.355
5164.538
5190.235
5215.009
5151.018
5187.427
5134.837
5223.726
5132.435
5202.089
5169.246
5128.768
5165.235
5160.647
5171.755
5158.815
5206.415
5182.518
5156.135
5189.616
5169.036
5187.135
5176.065
5140.435
5196.415
5136.115
5143.256
4878.071
5193.718
5156.056
5127.135
5141.335
5172.515
5148.637
5190.436
5165.545
5192.213
5198.521
5156.601
5129.286
4545.877
5203.405
5174.015
5194.415
5187.815
5170.946
5114.157
5132.261
4800.257
5149.729
5200.835
5112.035
5144.157
5193.336
5198.466
5194.416
5180.563
5098.157
5113.717
5141.745
5134.616
5190.835
4840.95
5146.61
5185.436
5126.446
5142.936
5152.035
5063.355
5176.143
5134.555
5049.746
5174.417
5183.171
5054.155
5183.815
5178.025
5183.025
5195.425
5178.515
5080.015
4650.927
5168.935
5035.506
5178.715
5152.005
5186.235
5172.818
5131.707
5094.802
5140.015
5179.468
5195.415
5160.328
5172.025
5175.825
5151.467
5163.155
5171.785
5198.416
5183.865
5185.825
5206.196
