reward
3659.716
4184.659
3782.322
3094.925
3297.833
4159.556
3200.335
3531.388
3708.307
3640.478
3360.659
3668.453
3774.3
3316.514
3626.904
3324.883
3768.293
3263.625
3863.091
4047.001
3682.223
3817.498
3802.701
3728.452
3535.246
3593.827
3502.437
3063.375
3828.339
3610.392
3158.069
3783.114
3977.468
4093.393
3698.382
4250.892
3397.093
3357.198
3817.714
3255.83
3637.815
3373.28
3042.857
3360.314
3242.531
3637.801
4007.973
3069.106
4231.031
4345.453
4342.473
4297.773
4578.661
4552.208
4727.444
4407.449
4657.522
4577.299
4718.934
4882.249
4732.086
4771.673
4826.553
4743.838
4802.078
4292.445
4641.665
4782.606
4801.514
4707.259
4883.09
4645.017
4690.5
4586.003
5029.834
4589.219
5046.341
4812.731
5041.81
4828.556
4960.624
5068.756
4919.479
4625.459
4946.216
5015.223
5014.481
4955.239
5030.626
4819.217
5076.498
5028.268
5122.676
5005.152
5154.947
5086.297
5035.509
5147.326
5169.957
5206.415
5186.136
5184.515
5199.035
5144.357
5162.439
5116.291
4857.256
5175.755
4522.635
5102.855
5160.816
5193.767
5177.783
5187.948
5203.625
5106.655
4749.757
5172.737
5182.79
5171.425
5113.717
5164.549
5162.288
5128.535
5197.6
5131.64
5170.617
5140.675
5175.226
5129.085
5147.127
5192.816
5191.435
5104.256
5194.545
5157.647
5007.807
5159.296
5203.517
5128.067
4835.027
5191.827
5179.815
5086.637
5148.055
5086.355
5151.675
5153.525
5209.107
5136.967
5192.625
5167.455
5187.825
5068.177
5150.135
5134.447
5182.645
5176.437
5197.925
5087.055
5206.415
5112.891
5198.435
4849.057
5203.517
4835.066
5171.646
5193.946
5168.915
5228.607
5135.217
4875.245
5201.425
5122.755
5203.517
5079.639
5080.448
5182.92
5101.615
5195.307
5148.856
5198.638
5160.016
5158.232
5152.347
5137.047
5181.517
5202.425
5127.36
5129.155
5147.519
5206.415
5163.829
5088.626
5189.327
5130.336
5147.645
5150.847
5206.415
5137.655
4880.656
5191.868
5132.537
5184.837
5206.415
5068.558
5118.519
5118.645
5011.775
5161.942
4852.656
5223.806
5081.336
5101.317
4846.337
5117.065
5154.146
5185.557
5081.641
5066.817
5206.415
5144.837
5176.345
5109.296
5132.793
5163.491
5174.725
5150.929
5162.035
5149.226
5107.078
5136.617
5094.825
5153.435
5194.515
5200.716
5182.535
5186.615
5135.335
5193.455
5161.137
5149.469
5191.637
5193.126
5140.335
5152.419
5176.835
5142.617
5157.916
5184.445
5211.817
5158.047
5144.295
5180.845
5055.395
5174.115
5035.645
5134.086
5088.63
5200.035
5124.143
5198.425
5179.516
5138.047
5145.145
5159.56
5189.435
5188.617
5085.539
5198.815
5118.959
5171.415
5189.015
5147.165
5154.127
5149.245
5185.825
5149.047
4693.815
5142.166
5201.607
4839.458
5171.017
5194.416
4887.327
5195.425
5195.6
5189.625
5204.116
5049.84
5159.219
5162.325
5066.356
5171.015
5157.476
5179.536
5181.419
5202.835
5192.473
5202.615
5162.615
5179.457
5204.416
5140.518
4814.977
5165.826
5189.427
5165.927
5113.648
5120.455
5141.706
5185.117
5129.235
5103.547
5137.826
5205.76
5185.437
5189.156
5180.089
5174.455
4836.296
5180.635
5159.459
5156.535
5183.855
5149.635
5059.957
5129.636
5206.415
4887.215
5171.517
5073.727
5154.408
5201.425
5054.873
4866.627
5166.892
5189.517
5163.525
5158.845
5145.635
5187.525
5135.937
5167.585
5141.637
5199.035
5201.425
5129.076
5205.836
5157.725
5185.021
5185.925
5180.355
5131.425
5190.018
5187.825
5196.515
5151.427
5175.938
5111.667
5138.236
5151.456
5177.418
5187.739
5129.715
5162.937
5203.625
5174.968
5069.255
5134.226
5183.536
5167.516
5155.435
5199.035
5166.527
5214.606
5149.788
5206.415
